ext_col,ext_col_map
-0.3694233000278473,115
-0.3606961965560913,116
-0.3519690632820129,117
-0.3432419300079345,118
-0.3345148265361786,119
-0.3257876932621002,120
-0.3170605897903442,121
-0.3083334565162658,122
-0.2996063232421875,123
-0.2908792197704315,124
-0.2821520864963531,125
-0.2734249830245971,126
-0.2646978497505188,127
-0.2559707462787628,128
-0.2472436130046844,129
-0.2385164946317672,130
-0.2297893762588501,131
-0.2210622429847717,132
-0.2123351246118545,133
-0.2036080062389373,134
-0.1948808878660202,135
-0.186153769493103,136
-0.1774266511201858,137
-0.1686995178461074,138
-0.1599723994731903,139
-0.1512452811002731,140
-0.1425181627273559,141
-0.1337910443544387,142
-0.1250639259815216,143
-0.1163368001580238,144
-0.107609674334526,145
-0.0988825559616088,146
-0.0901554375886917,147
-0.0814283117651939,148
-0.0727011933922767,149
-0.0639740750193595,150
-0.0552469529211521,151
-0.0465198308229446,152
-0.0377927124500274,153
-0.0290655903518199,154
-0.0203384682536125,155
-0.0116113480180501,156
-0.0028842270839959,157
0.0058428938500583,158
0.0145700145512819,159
0.0232971347868442,160
0.0320242568850517,161
0.0407513789832592,162
0.0494784973561763,163
0.0582056194543838,164
0.066932737827301,165
0.0756598636507988,166
0.0843869820237159,167
0.0931141003966331,168
0.1018412262201309,169
0.1105683445930481,170
0.1192954629659652,171
0.1280225813388824,172
0.1367496997117996,173
0.145476832985878,174
0.1542039513587951,175
0.1629310697317123,176
0.1716581881046295,177
0.1803853064775467,178
0.1891124248504638,179
0.1978395581245422,180
0.2065666764974594,181
0.2152937948703766,182
0.2240209132432937,183
0.2327480316162109,184
0.2414751499891281,185
0.2502022683620453,186
0.2589294016361236,187
0.2676565051078796,188
0.276383638381958,189
0.2851107716560364,190
0.2938378751277923,191
0.3025650084018707,192
0.3112921118736267,193
0.3200192451477051,194
0.3287463784217834,195
0.3374734818935394,196
0.3462006151676178,197
0.3549277186393738,198
0.3636548519134521,199
0.3723819553852081,200
0.3811090886592865,201
0.3898362219333648,202
0.3985633254051208,203
0.4072904586791992,204
0.4160175621509552,205
0.4247446954250335,206
0.4334718286991119,207
0.4421989321708679,208
0.4509260654449463,209
0.4596531689167022,210
0.4683803021907806,211
0.477107435464859,212
0.485834538936615,213
0.4945616722106933,214
0.5032888054847717,215
0.5120158791542053,216
0.5207430124282837,217
0.5294701457023621,218
0.5381972789764404,219
0.5469244122505188,220
0.5556514859199524,221
0.5643786191940308,222
0.5731057524681091,223
0.5818328857421875,224
0.5905600190162659,225
0.5992870926856995,226
0.6080142259597778,227
0.6167413592338562,228
0.6254684925079346,229
0.6341956257820129,230
0.6429226994514465,231
0.6516498327255249,232
0.6603769659996033,233
0.6691040992736816,234
0.6778311729431152,235
0.6865583062171936,236
0.695285439491272,237
0.7040125727653503,238
0.7127397060394287,239
0.7214667797088623,240
0.7301939129829407,241
0.738921046257019,242
0.7476481795310974,243
0.7563753128051758,244
0.7651023864746094,245
0.7738295197486877,246
0.7825566530227661,247
0.7912837862968445,248
0.8000109195709229,249
0.8087379932403564,250
0.8174651265144348,251
0.8261922597885132,252
0.8349193930625916,253
0.8436465263366699,254
0.8523736000061035,255
0.8611007332801819,256
0.8698278665542603,257
0.8785549998283386,258
0.8872820734977722,259
0.8960092067718506,260
0.904736340045929,261
0.9134634733200072,262
0.9221906065940856,263
0.9309176802635192,264
0.9396448135375975,265
0.948371946811676,266
0.9570990800857544,267
0.9658262133598328,268
0.9745532870292664,269
0.9832804203033448,270
0.9920075535774232,271
1.0007346868515017,272
1.009461760520935,273
1.0181889533996582,274
1.0269160270690918,275
1.0356431007385254,276
1.0443702936172483,277
1.053097367286682,278
1.0618245601654053,279
1.0705516338348389,280
1.0792787075042725,281
1.0880059003829956,282
1.0967329740524292,283
1.1054601669311523,284
1.114187240600586,285
1.1229143142700195,286
1.131641507148743,287
1.1403685808181765,288
1.1490957736968994,289
1.157822847366333,290
1.1665499210357666,291
1.1752771139144895,292
1.1840041875839231,293
1.1927313804626465,294
1.20145845413208,295
1.2101855278015137,296
1.2189127206802368,297
1.2276397943496704,298
1.2363669872283936,299
1.2450940608978271,300
1.2538211345672607,301
1.262548327445984,302
1.2712754011154177,303
1.2800025939941406,304
1.2887296676635742,305
1.2974567413330078,306
1.306183934211731,307
1.3149110078811646,308
1.3236382007598877,309
1.3323652744293213,310
1.3410923480987549,311
1.349819540977478,312
1.3585466146469116,313
1.3672738075256348,314
1.3760008811950684,315
1.384727954864502,316
1.393455147743225,317
1.4021822214126587,318
