ID;Value;;15819
69109;0,18;;
69110;0,00;;
69111;0,31;;
69112;0,22;;
69113;0,06;;
69114;0,20;;
69115;0,28;;
69116;0,58;;
69117;0,36;;
69118;0,35;;
69119;0,34;;
69120;0,34;;
69121;1,29;;
69122;0,58;;
69123;0,18;;
69124;0,58;;
69125;0,00;;
69126;0,02;;
69127;0,18;;
69128;0,06;;
69129;0,48;;
69130;0,65;;
69131;0,49;;
69132;0,43;;
69133;1,11;;
69134;0,46;;
69135;0,32;;
69136;0,12;;
69137;0,43;;
69138;0,03;;
69139;2,58;;
69140;0,54;;
69141;0,54;;
69142;0,12;;
69143;0,10;;
69144;0,49;;
69145;0,31;;
69146;0,08;;
69147;0,73;;
69148;0,06;;
69149;0,06;;
69150;0,17;;
69151;0,10;;
69152;0,53;;
69153;0,25;;
69154;0,05;;
69155;0,39;;
69156;0,82;;
69157;0,71;;
69158;0,35;;
69159;0,31;;
69160;0,65;;
69161;0,15;;
69162;0,04;;
69163;0,05;;
69164;0,87;;
69165;0,18;;
69166;0,08;;
69167;0,26;;
69168;0,10;;
69169;0,12;;
69170;0,27;;
69171;1,37;;
69172;0,17;;
69173;0,30;;
69174;0,66;;
69175;0,54;;
69176;0,15;;
69177;0,26;;
69178;0,28;;
69179;0,22;;
69180;0,14;;
69181;0,25;;
69182;0,47;;
69183;0,18;;
69184;0,50;;
69185;1,06;;
69186;0,50;;
69187;0,16;;
69188;0,06;;
69189;0,65;;
69190;0,23;;
69191;0,56;;
69192;0,43;;
69193;0,19;;
69194;0,02;;
69195;0,05;;
69196;0,81;;
69197;1,37;;
69198;0,40;;
69199;0,19;;
69200;0,87;;
69201;0,37;;
69202;0,10;;
69203;0,21;;
69204;0,03;;
69205;0,29;;
69206;0,14;;
69207;0,48;;
69208;0,58;;
69209;0,56;;
69210;0,53;;
69211;0,30;;
69212;0,51;;
69213;0,00;;
69214;0,12;;
69215;0,08;;
69216;0,05;;
69217;0,25;;
69218;0,58;;
69219;0,32;;
69220;0,68;;
69221;0,41;;
69222;0,45;;
69223;0,42;;
69224;0,02;;
69225;0,01;;
69226;0,89;;
69227;0,48;;
69228;1,42;;
69229;0,58;;
69230;0,03;;
69231;0,52;;
69232;0,27;;
69233;2,89;;
69234;0,01;;
69235;0,48;;
69236;0,28;;
69237;0,38;;
69238;0,29;;
69239;0,20;;
69240;0,27;;
69241;0,59;;
69242;1,36;;
69243;0,43;;
69244;0,10;;
69245;0,09;;
69246;0,29;;
69247;0,11;;
69248;2,14;;
69249;0,16;;
69250;0,80;;
69251;0,16;;
69252;0,27;;
69253;0,22;;
69254;0,07;;
69255;1,80;;
69256;0,45;;
69257;4,22;;
69258;0,02;;
69259;0,15;;
69260;0,53;;
69261;0,53;;
69262;0,29;;
69263;0,07;;
69264;0,89;;
69265;0,02;;
69266;0,59;;
69267;0,08;;
69268;0,10;;
69269;0,44;;
69270;0,14;;
69271;0,10;;
69272;1,03;;
69273;0,13;;
69274;0,19;;
69275;2,10;;
69276;0,90;;
69277;0,01;;
69278;0,42;;
69279;0,40;;
69280;0,39;;
69281;1,34;;
69282;0,13;;
69283;0,45;;
69284;0,28;;
69285;0,19;;
69286;1,69;;
69287;0,15;;
69288;0,12;;
69289;0,08;;
69290;0,64;;
69291;0,24;;
69292;0,25;;
69293;0,05;;
69294;0,20;;
69295;0,13;;
69296;0,61;;
69297;0,39;;
69298;0,24;;
69299;0,29;;
69300;0,58;;
69301;0,08;;
69302;0,30;;
69303;0,08;;
69304;1,48;;
69305;0,17;;
69306;0,38;;
69307;9,98;;
69308;0,21;;
69309;0,08;;
69310;0,23;;
69311;0,42;;
69312;0,60;;
69313;0,48;;
69314;0,18;;
69315;0,64;;
69316;0,02;;
69317;0,20;;
69318;1,02;;
69319;0,24;;
69320;0,91;;
69321;1,56;;
69322;0,55;;
69323;0,25;;
69324;0,28;;
69325;0,63;;
69326;0,20;;
69327;0,11;;
69328;0,19;;
69329;0,14;;
69330;0,51;;
69331;0,20;;
69332;0,01;;
69333;0,52;;
69334;0,40;;
69335;0,41;;
69336;3,63;;
69337;0,26;;
69338;0,78;;
69339;0,40;;
69340;0,40;;
69341;0,69;;
69342;0,49;;
69343;0,45;;
69344;0,68;;
69345;0,32;;
69346;0,43;;
69347;1,08;;
69348;0,33;;
69349;0,27;;
69350;0,46;;
69351;0,18;;
69352;0,15;;
69353;0,14;;
69354;0,37;;
69355;1,60;;
69356;0,06;;
69357;1,93;;
69358;0,75;;
69359;2,43;;
69360;0,88;;
69361;0,17;;
69362;0,55;;
69363;0,82;;
69364;0,54;;
69365;0,34;;
69366;0,44;;
69367;0,02;;
69368;0,80;;
69369;2,68;;
69370;0,27;;
69371;0,39;;
69372;0,83;;
69373;0,63;;
69374;0,45;;
69375;0,35;;
69376;0,36;;
69377;0,57;;
69378;0,39;;
69379;0,44;;
69380;0,02;;
69381;0,03;;
69382;0,51;;
69383;4,14;;
69384;0,32;;
69385;0,44;;
69386;0,70;;
69387;0,32;;
69388;0,01;;
69389;0,18;;
69390;0,24;;
69391;0,74;;
69392;1,42;;
69393;0,63;;
69394;0,07;;
69395;0,13;;
69396;0,18;;
69397;0,67;;
69398;0,31;;
69399;0,44;;
69400;0,30;;
69401;0,45;;
69402;0,74;;
69403;0,51;;
69404;1,33;;
69405;0,08;;
69406;0,08;;
69407;0,21;;
69408;0,32;;
69409;0,62;;
69410;0,27;;
69411;0,57;;
69412;0,41;;
69413;1,11;;
69414;0,08;;
69415;0,23;;
69416;0,09;;
69417;0,60;;
69418;0,01;;
69419;1,88;;
69420;1,40;;
69421;0,29;;
69422;0,21;;
69423;0,66;;
69424;1,16;;
69425;1,26;;
69426;0,41;;
69427;0,17;;
69428;0,59;;
69429;0,11;;
69430;0,98;;
69431;0,03;;
69432;0,13;;
69433;0,76;;
69434;0,10;;
69435;0,14;;
69436;0,33;;
69437;0,07;;
69438;0,57;;
69439;0,01;;
69440;0,02;;
69441;0,35;;
69442;0,08;;
69443;0,24;;
69444;0,88;;
69445;0,56;;
69446;0,52;;
69447;0,03;;
69448;0,43;;
69449;0,03;;
69450;0,30;;
69451;0,16;;
69452;0,43;;
69453;0,06;;
69454;0,60;;
69455;0,54;;
69456;0,16;;
69457;0,86;;
69458;0,06;;
69459;0,08;;
69460;0,17;;
69461;0,07;;
69462;0,13;;
69463;0,10;;
69464;0,47;;
69465;0,09;;
69466;0,23;;
69467;0,85;;
69468;0,19;;
69469;1,15;;
69470;4,24;;
69471;0,55;;
69472;0,14;;
69473;0,49;;
69474;0,18;;
69475;0,00;;
69476;0,01;;
69477;0,12;;
69478;1,88;;
69479;1,09;;
69480;0,34;;
69481;0,66;;
69482;0,49;;
69483;1,83;;
69484;0,34;;
69485;0,08;;
69486;0,15;;
69487;0,17;;
69488;0,93;;
69489;0,47;;
69490;0,26;;
69491;0,32;;
69492;0,36;;
69493;0,06;;
69494;0,00;;
69495;0,16;;
69496;0,20;;
69497;0,06;;
69498;0,32;;
69499;0,44;;
69500;0,87;;
69501;1,92;;
69502;0,02;;
69503;0,23;;
69504;0,35;;
69505;2,49;;
69506;0,16;;
69507;0,58;;
69508;0,19;;
69509;0,33;;
69510;0,43;;
69511;0,59;;
69512;0,19;;
69513;0,14;;
69514;0,42;;
69515;0,11;;
69516;0,00;;
69517;0,25;;
69518;0,42;;
69519;0,08;;
69520;0,32;;
69521;0,35;;
69522;1,99;;
69523;0,02;;
69524;0,31;;
69525;0,45;;
69526;0,68;;
69527;0,21;;
69528;0,31;;
69529;0,31;;
69530;0,32;;
69531;0,30;;
69532;0,41;;
69533;#VALUE!;;
69534;0,33;;
69535;0,14;;
69536;0,14;;
69537;0,72;;
69538;0,34;;
69539;1,98;;
69540;0,36;;
69541;0,61;;
69542;0,40;;
69543;0,30;;
69544;0,14;;
69545;0,01;;
69546;0,01;;
69547;0,22;;
69548;0,04;;
69549;0,42;;
69550;0,52;;
69551;0,08;;
69552;0,13;;
69553;0,31;;
69554;0,35;;
69555;0,11;;
69556;0,12;;
69557;0,66;;
69558;0,19;;
69559;0,50;;
69560;0,28;;
69561;0,20;;
69562;0,16;;
69563;0,17;;
69564;0,06;;
69565;0,21;;
69566;0,13;;
69567;0,25;;
69568;0,45;;
69569;0,07;;
69570;0,30;;
69571;0,12;;
69572;0,15;;
69573;0,42;;
69574;0,16;;
69575;1,07;;
69576;0,55;;
69577;0,48;;
69578;1,38;;
69579;0,69;;
69580;1,68;;
69581;0,44;;
69582;0,56;;
69583;0,79;;
69584;0,42;;
69585;0,19;;
69586;1,11;;
69587;0,92;;
69588;0,36;;
69589;0,38;;
69590;2,28;;
69591;0,29;;
69592;0,50;;
69593;0,30;;
69594;0,42;;
69595;0,23;;
69596;0,58;;
69597;0,44;;
69598;0,32;;
69599;0,37;;
69600;0,23;;
69601;0,95;;
69602;0,11;;
69603;0,10;;
69604;1,05;;
69605;0,73;;
69606;0,52;;
69607;0,00;;
69608;0,27;;
69609;0,07;;
69610;0,06;;
69611;0,12;;
69612;0,34;;
69613;0,59;;
69614;0,35;;
69615;0,17;;
69616;0,17;;
69617;0,27;;
69618;1,11;;
69619;0,29;;
69620;0,88;;
69621;0,43;;
69622;1,06;;
69623;0,10;;
69624;0,43;;
69625;0,65;;
69626;0,18;;
69627;5,08;;
69628;0,06;;
69629;0,01;;
69630;0,58;;
69631;0,02;;
69632;0,66;;
69633;0,61;;
69634;0,27;;
69635;0,17;;
69636;0,19;;
69637;0,13;;
69638;0,23;;
69639;1,08;;
69640;0,80;;
69641;0,61;;
69642;0,53;;
69643;0,07;;
69644;0,26;;
69645;0,17;;
69646;0,08;;
69647;0,03;;
69648;0,36;;
69649;0,40;;
69650;4,54;;
69651;0,18;;
69652;0,00;;
69653;0,72;;
69654;0,26;;
69655;0,13;;
69656;0,26;;
69657;0,12;;
69658;0,00;;
69659;0,33;;
69660;0,21;;
69661;0,15;;
69662;0,35;;
69663;1,25;;
69664;0,39;;
69665;0,22;;
69666;0,34;;
69667;0,03;;
69668;0,47;;
69669;0,75;;
69670;0,38;;
69671;0,07;;
69672;8,60;;
69673;0,02;;
69674;0,31;;
69675;0,13;;
69676;0,24;;
69677;0,10;;
69678;0,24;;
69679;0,04;;
69680;0,29;;
69681;0,33;;
69682;0,08;;
69683;0,60;;
69684;0,46;;
69685;0,18;;
69686;0,27;;
69687;0,38;;
69688;0,41;;
69689;0,18;;
69690;0,25;;
69691;0,77;;
69692;0,06;;
69693;0,71;;
69694;0,05;;
69695;0,08;;
69696;0,07;;
69697;0,44;;
69698;0,24;;
69699;0,84;;
69700;0,56;;
69701;0,37;;
69702;0,65;;
69703;0,43;;
69704;0,21;;
69705;0,34;;
69706;0,57;;
69707;0,49;;
69708;9,04;;
69709;0,84;;
69710;0,11;;
69711;0,97;;
69712;0,33;;
69713;0,50;;
69714;0,37;;
69715;0,23;;
69716;0,41;;
69717;0,12;;
69718;0,01;;
69719;0,08;;
69720;0,03;;
69721;0,43;;
69722;0,11;;
69723;0,02;;
69724;0,00;;
69725;0,20;;
69726;0,46;;
69727;0,46;;
69728;0,00;;
69729;5,10;;
69730;0,39;;
69731;0,22;;
69732;0,06;;
69733;0,03;;
69734;0,03;;
69735;0,44;;
69736;0,26;;
69737;0,44;;
69738;0,77;;
69739;0,07;;
69740;1,25;;
69741;0,26;;
69742;1,16;;
69743;0,16;;
69744;0,04;;
69745;0,08;;
69746;0,26;;
69747;0,68;;
69748;0,05;;
69749;0,19;;
69750;4,83;;
69751;0,06;;
69752;1,29;;
69753;0,10;;
69754;0,32;;
69755;0,56;;
69756;0,21;;
69757;0,47;;
69758;0,23;;
69759;0,25;;
69760;0,26;;
69761;0,11;;
69762;1,05;;
69763;0,17;;
69764;0,25;;
69765;0,01;;
69766;0,14;;
69767;0,54;;
69768;0,03;;
69769;0,32;;
69770;0,97;;
69771;0,41;;
69772;0,40;;
69773;0,29;;
69774;0,13;;
69775;0,12;;
69776;0,06;;
69777;1,25;;
69778;0,08;;
69779;0,48;;
69780;0,79;;
69781;0,41;;
69782;0,58;;
69783;0,62;;
69784;0,43;;
69785;0,11;;
69786;0,19;;
69787;0,14;;
69788;0,98;;
69789;0,54;;
69790;0,65;;
69791;0,49;;
69792;0,59;;
69793;0,37;;
69794;0,15;;
69795;0,09;;
69796;0,32;;
69797;0,41;;
69798;0,17;;
69799;0,87;;
69800;0,47;;
69801;0,24;;
69802;1,19;;
69803;1,08;;
69804;0,31;;
69805;0,46;;
69806;0,46;;
69807;0,51;;
69808;0,24;;
69809;0,10;;
69810;0,02;;
69811;0,03;;
69812;0,63;;
69813;0,47;;
69814;0,41;;
69815;0,15;;
69816;0,10;;
69817;0,02;;
69818;0,03;;
69819;0,19;;
69820;0,00;;
69821;0,18;;
69822;0,45;;
69823;0,68;;
69824;1,52;;
69825;0,59;;
69826;0,06;;
69827;0,37;;
69828;1,27;;
69829;1,06;;
69830;1,90;;
69831;0,05;;
69832;0,04;;
69833;0,26;;
69834;1,16;;
69835;0,42;;
69836;0,19;;
69837;2,40;;
69838;0,19;;
69839;0,24;;
69840;1,32;;
69841;0,36;;
69842;0,36;;
69843;0,54;;
69844;0,97;;
69845;0,38;;
69846;0,62;;
69847;0,04;;
69848;0,07;;
69849;0,38;;
69850;0,61;;
69851;0,36;;
69852;0,21;;
69853;0,97;;
69854;0,27;;
69855;0,02;;
69856;0,27;;
69857;0,28;;
69858;0,83;;
69859;0,00;;
69860;3,13;;
69861;0,05;;
69862;0,03;;
69863;0,03;;
69864;0,16;;
69865;0,23;;
69866;0,31;;
69867;0,43;;
69868;0,24;;
69869;0,02;;
69870;0,42;;
69871;0,23;;
69872;0,17;;
69873;0,12;;
69874;2,08;;
69875;0,01;;
69876;1,21;;
69877;0,65;;
69878;0,49;;
69879;0,42;;
69880;0,59;;
69881;0,43;;
69882;0,70;;
69883;0,60;;
69884;0,16;;
69885;0,35;;
69886;1,79;;
69887;0,81;;
69888;0,27;;
69889;0,20;;
69890;0,71;;
69891;0,09;;
69892;0,22;;
69893;0,19;;
69894;0,42;;
69895;2,31;;
69896;0,49;;
69897;0,44;;
69898;0,14;;
69899;0,05;;
69900;0,12;;
69901;0,03;;
69902;0,02;;
69903;0,39;;
69904;0,58;;
69905;0,10;;
69906;0,49;;
69907;0,07;;
69908;0,73;;
69909;0,33;;
69910;0,08;;
69911;0,01;;
69912;0,48;;
69913;0,13;;
69914;0,69;;
69915;0,10;;
69916;0,16;;
69917;0,35;;
69918;0,25;;
69919;0,16;;
69920;0,41;;
69921;1,60;;
69922;0,04;;
69923;0,41;;
69924;0,50;;
69925;0,94;;
69926;0,07;;
69927;0,32;;
69928;0,43;;
69929;0,16;;
69930;0,10;;
69931;0,15;;
69932;0,38;;
69933;0,22;;
69934;0,69;;
69935;1,46;;
69936;0,13;;
69937;0,84;;
69938;0,18;;
69939;0,06;;
69940;0,09;;
69941;0,25;;
69942;0,19;;
69943;0,13;;
69944;0,53;;
69945;0,78;;
69946;0,42;;
69947;2,70;;
69948;2,18;;
69949;0,42;;
69950;0,42;;
69951;1,40;;
69952;0,23;;
69953;3,08;;
69954;0,28;;
69955;0,41;;
69956;0,01;;
69957;0,25;;
69958;0,50;;
69959;0,05;;
69960;0,27;;
69961;0,26;;
69962;0,29;;
69963;0,44;;
69964;0,47;;
69965;1,96;;
69966;0,12;;
69967;0,57;;
69968;0,45;;
69969;0,08;;
69970;0,42;;
69971;0,26;;
69972;0,47;;
69973;0,15;;
69974;0,17;;
69975;0,11;;
69976;0,91;;
69977;0,26;;
69978;0,73;;
69979;0,19;;
69980;1,13;;
69981;0,25;;
69982;0,19;;
69983;0,91;;
69984;1,02;;
69985;0,07;;
69986;0,01;;
69987;0,09;;
69988;0,34;;
69989;0,20;;
69990;0,50;;
69991;0,67;;
69992;1,11;;
69993;0,53;;
69994;1,31;;
69995;0,66;;
69996;0,46;;
69997;0,47;;
69998;0,60;;
69999;0,11;;
70000;0,09;;
70001;0,07;;
70002;0,17;;
70003;0,22;;
70004;1,45;;
70005;0,33;;
70006;0,49;;
70007;0,20;;
70008;0,44;;
70009;0,70;;
70010;0,56;;
70011;0,44;;
70012;0,08;;
70013;0,42;;
70014;0,07;;
70015;0,14;;
70016;0,33;;
70017;0,31;;
70018;0,96;;
70019;0,23;;
70020;0,17;;
70021;0,74;;
70022;0,35;;
70023;0,80;;
70024;0,37;;
70025;0,23;;
70026;0,25;;
70027;0,33;;
70028;0,19;;
70029;3,90;;
70030;1,82;;
70031;1,78;;
70032;0,73;;
70033;0,45;;
70034;0,55;;
70035;0,04;;
70036;0,53;;
70037;0,34;;
70038;1,57;;
70039;0,37;;
70040;0,21;;
70041;0,01;;
70042;0,64;;
70043;0,08;;
70044;1,47;;
70045;0,27;;
70046;0,05;;
70047;0,15;;
70048;0,93;;
70049;0,63;;
70050;0,13;;
70051;0,25;;
70052;1,18;;
70053;0,39;;
70054;0,01;;
70055;4,68;;
70056;0,43;;
70057;0,60;;
70058;0,04;;
70059;0,28;;
70060;0,43;;
70061;0,17;;
70062;0,27;;
70063;2,59;;
70064;0,04;;
70065;0,65;;
70066;0,17;;
70067;0,17;;
70068;0,27;;
70069;0,18;;
70070;0,28;;
70071;0,36;;
70072;0,41;;
70073;0,04;;
70074;0,29;;
70075;0,22;;
70076;0,77;;
70077;2,26;;
70078;0,91;;
70079;0,35;;
70080;0,27;;
70081;0,26;;
70082;0,08;;
70083;0,23;;
70084;0,83;;
70085;0,30;;
70086;0,07;;
70087;0,16;;
70088;3,74;;
70089;0,92;;
70090;0,00;;
70091;0,23;;
70092;0,42;;
70093;0,07;;
70094;0,29;;
70095;0,38;;
70096;0,68;;
70097;1,42;;
70098;0,20;;
70099;0,36;;
70100;0,14;;
70101;0,28;;
70102;0,23;;
70103;0,18;;
70104;0,45;;
70105;0,38;;
70106;0,67;;
70107;0,68;;
70108;0,36;;
70109;0,76;;
70110;0,12;;
70111;0,14;;
70112;0,40;;
70113;1,17;;
70114;0,99;;
70115;0,48;;
70116;0,18;;
70117;1,33;;
70118;1,00;;
70119;0,30;;
70120;0,26;;
70121;1,80;;
70122;0,21;;
70123;0,45;;
70124;0,20;;
70125;0,83;;
70126;0,59;;
70127;0,87;;
70128;0,31;;
70129;0,27;;
70130;0,27;;
70131;0,74;;
70132;0,02;;
70133;0,11;;
70134;0,18;;
70135;0,03;;
70136;9,92;;
70137;3,06;;
70138;1,11;;
70139;2,24;;
70140;0,12;;
70141;0,16;;
70142;0,05;;
70143;0,91;;
70144;0,48;;
70145;0,33;;
70146;0,35;;
70147;0,99;;
70148;1,08;;
70149;0,02;;
70150;0,04;;
70151;0,19;;
70152;1,77;;
70153;0,25;;
70154;0,08;;
70155;0,04;;
70156;1,67;;
70157;0,16;;
70158;0,42;;
70159;0,22;;
70160;0,59;;
70161;0,35;;
70162;0,72;;
70163;0,35;;
70164;0,47;;
70165;0,57;;
70166;0,25;;
70167;0,09;;
70168;0,26;;
70169;0,00;;
70170;0,38;;
70171;0,33;;
70172;2,44;;
70173;0,19;;
70174;0,24;;
70175;0,82;;
70176;0,03;;
70177;1,44;;
70178;0,36;;
70179;0,17;;
70180;0,57;;
70181;0,62;;
70182;0,54;;
70183;0,07;;
70184;0,94;;
70185;0,06;;
70186;0,13;;
70187;0,36;;
70188;0,29;;
70189;0,02;;
70190;0,11;;
70191;0,59;;
70192;0,31;;
70193;1,24;;
70194;0,12;;
70195;0,10;;
70196;0,25;;
70197;0,36;;
70198;0,23;;
70199;0,57;;
70200;0,52;;
70201;0,23;;
70202;0,47;;
70203;1,25;;
70204;0,44;;
70205;0,86;;
70206;0,26;;
70207;0,64;;
70208;0,03;;
70209;0,30;;
70210;0,47;;
70211;0,55;;
70212;0,48;;
70213;0,18;;
70214;0,14;;
70215;0,38;;
70216;0,28;;
70217;0,35;;
70218;0,40;;
70219;0,15;;
70220;0,34;;
70221;0,32;;
70222;0,48;;
70223;0,44;;
70224;0,36;;
70225;0,16;;
70226;0,06;;
70227;0,48;;
70228;1,02;;
70229;0,01;;
70230;1,12;;
70231;0,04;;
70232;0,47;;
70233;0,51;;
70234;0,42;;
70235;0,13;;
70236;0,25;;
70237;0,06;;
70238;0,12;;
70239;0,38;;
70240;0,06;;
70241;0,06;;
70242;0,00;;
70243;0,28;;
70244;2,92;;
70245;0,01;;
70246;0,84;;
70247;0,02;;
70248;0,13;;
70249;0,79;;
70250;0,42;;
70251;0,55;;
70252;0,28;;
70253;0,15;;
70254;0,01;;
70255;0,75;;
70256;0,44;;
70257;0,26;;
70258;0,41;;
70259;0,01;;
70260;0,24;;
70261;0,31;;
70262;0,11;;
70263;0,32;;
70264;0,07;;
70265;0,10;;
70266;0,27;;
70267;0,36;;
70268;0,11;;
70269;0,06;;
70270;0,58;;
70271;0,46;;
70272;1,34;;
70273;1,58;;
70274;0,30;;
70275;0,18;;
70276;0,13;;
70277;0,32;;
70278;1,80;;
70279;0,23;;
70280;0,27;;
70281;0,03;;
70282;0,02;;
70283;0,03;;
70284;1,20;;
70285;0,31;;
70286;0,03;;
70287;0,23;;
70288;0,75;;
70289;0,48;;
70290;0,99;;
70291;0,05;;
70292;0,39;;
70293;0,30;;
70294;0,05;;
70295;0,17;;
70296;0,84;;
70297;0,74;;
70298;0,28;;
70299;0,15;;
70300;0,14;;
70301;0,67;;
70302;0,49;;
70303;0,11;;
70304;0,02;;
70305;2,31;;
70306;0,31;;
70307;0,41;;
70308;0,42;;
70309;0,23;;
70310;0,21;;
70311;0,42;;
70312;0,41;;
70313;0,45;;
70314;0,31;;
70315;0,34;;
70316;1,84;;
70317;1,26;;
70318;0,02;;
70319;0,35;;
70320;1,47;;
70321;0,03;;
70322;0,03;;
70323;0,28;;
70324;0,63;;
70325;0,36;;
70326;0,38;;
70327;0,15;;
70328;0,20;;
70329;0,09;;
70330;0,17;;
70331;1,06;;
70332;0,65;;
70333;0,57;;
70334;0,17;;
70335;0,72;;
70336;0,59;;
70337;0,25;;
70338;0,41;;
70339;0,10;;
70340;0,19;;
70341;0,26;;
70342;0,09;;
70343;0,76;;
70344;0,09;;
70345;2,51;;
70346;0,64;;
70347;0,67;;
70348;0,63;;
70349;0,01;;
70350;0,30;;
70351;0,19;;
70352;0,18;;
70353;0,03;;
70354;0,21;;
70355;0,06;;
70356;0,30;;
70357;1,50;;
70358;0,58;;
70359;0,20;;
70360;0,10;;
70361;0,48;;
70362;0,55;;
70363;0,29;;
70364;0,12;;
70365;0,34;;
70366;0,87;;
70367;0,03;;
70368;0,03;;
70369;0,29;;
70370;0,21;;
70371;0,13;;
70372;0,05;;
70373;0,29;;
70374;0,43;;
70375;0,06;;
70376;0,08;;
70377;0,56;;
70378;0,59;;
70379;0,18;;
70380;0,14;;
70381;0,06;;
70382;0,19;;
70383;0,53;;
70384;0,49;;
70385;0,60;;
70386;0,37;;
70387;0,36;;
70388;0,86;;
70389;0,26;;
70390;0,13;;
70391;1,40;;
70392;0,25;;
70393;0,58;;
70394;0,06;;
70395;0,68;;
70396;0,28;;
70397;0,05;;
70398;0,28;;
70399;1,10;;
70400;0,67;;
70401;0,38;;
70402;0,57;;
70403;0,65;;
70404;0,20;;
70405;0,15;;
70406;0,11;;
70407;0,13;;
70408;0,95;;
70409;0,15;;
70410;0,65;;
70411;0,28;;
70412;0,96;;
70413;0,12;;
70414;1,52;;
70415;0,18;;
70416;2,15;;
70417;0,63;;
70418;0,15;;
70419;1,50;;
70420;0,43;;
70421;0,22;;
70422;0,59;;
70423;0,43;;
70424;0,23;;
70425;0,42;;
70426;0,09;;
70427;1,34;;
70428;0,53;;
70429;0,23;;
70430;0,69;;
70431;0,51;;
70432;0,27;;
70433;1,93;;
70434;0,25;;
70435;0,11;;
70436;2,10;;
70437;2,24;;
70438;0,01;;
70439;0,11;;
70440;0,69;;
70441;0,80;;
70442;0,06;;
70443;0,24;;
70444;6,03;;
70445;2,21;;
70446;0,57;;
70447;0,37;;
70448;0,38;;
70449;0,44;;
70450;0,03;;
70451;0,31;;
70452;0,56;;
70453;0,68;;
70454;0,35;;
70455;0,18;;
70456;0,01;;
70457;0,22;;
70458;1,08;;
70459;1,33;;
70460;0,80;;
70461;0,26;;
70462;0,28;;
70463;0,12;;
70464;0,10;;
70465;0,47;;
70466;0,12;;
70467;1,14;;
70468;0,05;;
70469;0,07;;
70470;1,60;;
70471;0,35;;
70472;1,01;;
70473;0,15;;
70474;0,21;;
70475;0,29;;
70476;1,75;;
70477;0,24;;
70478;0,21;;
70479;0,10;;
70480;0,32;;
70481;0,19;;
70482;0,33;;
70483;0,08;;
70484;0,15;;
70485;0,02;;
70486;1,09;;
70487;1,45;;
70488;0,20;;
70489;0,09;;
70490;0,03;;
70491;0,71;;
70492;0,01;;
70493;0,16;;
70494;0,10;;
70495;0,80;;
70496;0,26;;
70497;1,57;;
70498;1,70;;
70499;0,53;;
70500;0,59;;
70501;0,13;;
70502;0,16;;
70503;0,82;;
70504;0,50;;
70505;0,03;;
70506;0,23;;
70507;0,68;;
70508;0,30;;
70509;0,05;;
70510;0,11;;
70511;0,34;;
70512;0,24;;
70513;0,03;;
70514;0,04;;
70515;0,10;;
70516;0,37;;
70517;0,34;;
70518;0,43;;
70519;0,40;;
70520;0,28;;
70521;1,66;;
70522;0,12;;
70523;0,50;;
70524;1,07;;
70525;0,07;;
70526;0,44;;
70527;0,38;;
70528;0,00;;
70529;0,51;;
70530;0,35;;
70531;0,00;;
70532;0,79;;
70533;0,48;;
70534;0,30;;
70535;0,52;;
70536;0,48;;
70537;1,01;;
70538;0,15;;
70539;0,19;;
70540;0,30;;
70541;0,01;;
70542;0,12;;
70543;0,26;;
70544;3,42;;
70545;0,09;;
70546;1,01;;
70547;0,35;;
70548;0,34;;
70549;0,29;;
70550;0,12;;
70551;0,26;;
70552;0,06;;
70553;0,48;;
70554;0,59;;
70555;0,96;;
70556;0,29;;
70557;0,33;;
70558;0,56;;
70559;0,25;;
70560;0,91;;
70561;#VALUE!;;
70562;0,74;;
70563;0,31;;
70564;0,18;;
70565;0,17;;
70566;0,30;;
70567;0,09;;
70568;0,28;;
70569;0,04;;
70570;0,05;;
70571;0,07;;
70572;0,17;;
70573;0,49;;
70574;0,17;;
70575;1,63;;
70576;0,51;;
70577;2,26;;
70578;0,17;;
70579;0,20;;
70580;0,17;;
70581;0,26;;
70582;2,03;;
70583;0,60;;
70584;0,31;;
70585;0,18;;
70586;0,52;;
70587;0,01;;
70588;0,45;;
70589;0,16;;
70590;0,33;;
70591;0,08;;
70592;0,83;;
70593;0,02;;
70594;0,16;;
70595;1,20;;
70596;0,37;;
70597;6,31;;
70598;0,22;;
70599;0,97;;
70600;0,28;;
70601;0,05;;
70602;0,33;;
70603;0,11;;
70604;0,92;;
70605;0,48;;
70606;0,15;;
70607;0,66;;
70608;0,02;;
70609;0,04;;
70610;0,50;;
70611;3,62;;
70612;0,30;;
70613;0,75;;
70614;0,37;;
70615;1,00;;
70616;0,65;;
70617;0,37;;
70618;2,79;;
70619;0,79;;
70620;0,76;;
70621;4,74;;
70622;0,43;;
70623;0,23;;
70624;0,16;;
70625;0,31;;
70626;0,15;;
70627;1,18;;
70628;0,39;;
70629;5,79;;
70630;1,41;;
70631;0,09;;
70632;0,22;;
70633;1,14;;
70634;0,77;;
70635;0,09;;
70636;0,23;;
70637;0,61;;
70638;0,18;;
70639;1,05;;
70640;0,51;;
70641;1,94;;
70642;0,56;;
70643;0,03;;
70644;1,23;;
70645;0,32;;
70646;0,34;;
70647;0,04;;
70648;0,01;;
70649;0,48;;
70650;0,11;;
70651;0,35;;
70652;0,15;;
70653;0,32;;
70654;0,66;;
70655;0,51;;
70656;0,47;;
70657;0,14;;
70658;1,25;;
70659;0,35;;
70660;0,93;;
70661;0,09;;
